pl_name,hostname,ra,dec,sy_dist,sy_plx,sy_gaiamag
Kepler-742 b,Kepler-742,283.8659676,46.7896522,489.2530000,2.0154000,15.1722000
Kepler-743 b,Kepler-743,295.5742300,42.8064255,278.9870000,3.5557500,12.5411000
Kepler-744 b,Kepler-744,296.4960493,47.1827848,449.9640000,2.1938100,13.5843000
Kepler-745 b,Kepler-745,291.4994412,37.0592571,1780.3800000,0.5335390,15.1634000
Kepler-746 b,Kepler-746,290.6822097,37.3551593,,,13.6111000
Kepler-747 b,Kepler-747,288.4165196,41.0298175,3347.1600000,0.2633330,15.7244000
Kepler-748 b,Kepler-748,292.2628779,37.2369732,1705.9900000,0.5583630,15.2186000
Kepler-749 b,Kepler-749,299.8973341,43.9040667,721.0270000,1.3602000,15.7728000
Kepler-75 b,Kepler-75,291.1376203,36.5773443,835.3560000,1.1689100,15.1789000
Kepler-750 b,Kepler-750,289.0968274,44.0043640,1296.0200000,0.7428720,14.4670000
Kepler-750 c,Kepler-750,289.0968274,44.0043640,1296.0200000,0.7428720,14.4670000
Kepler-751 b,Kepler-751,294.8438103,44.0776872,760.4300000,1.2866600,14.9800000
Kepler-752 b,Kepler-752,292.2681469,37.9556720,1232.2900000,0.7839870,15.7185000
Kepler-753 b,Kepler-753,291.9032411,37.9023677,274.7670000,3.6107100,14.4746000
Kepler-754 b,Kepler-754,293.2541121,37.8461519,1770.2700000,0.5371990,15.1258000
Kepler-755 b,Kepler-755,296.8609348,41.0973178,399.0340000,2.4772500,14.0242000
Kepler-755 c,Kepler-755,296.8609348,41.0973178,399.0340000,2.4772500,14.0242000
Kepler-756 b,Kepler-756,290.6079736,41.2010940,,,15.3912000
Kepler-757 b,Kepler-757,296.6804876,41.3865279,1068.6800000,0.9082280,14.7637000
Kepler-758 b,Kepler-758,293.0846115,41.1354049,1502.3200000,0.6371630,14.3267000
Kepler-758 c,Kepler-758,293.0846115,41.1354049,1502.3200000,0.6371630,14.3267000
Kepler-758 d,Kepler-758,293.0846115,41.1354049,1502.3200000,0.6371630,14.3267000
Kepler-758 e,Kepler-758,293.0846115,41.1354049,1502.3200000,0.6371630,14.3267000
Kepler-759 b,Kepler-759,290.1314231,41.3814345,1073.4800000,,14.7869000
Kepler-76 b,Kepler-76,294.1921185,39.6189727,822.9600000,1.1864200,13.2755000
Kepler-760 b,Kepler-760,287.5931997,44.1794278,792.3360000,1.2336400,15.0731000
Kepler-760 c,Kepler-760,287.5931997,44.1794278,792.3360000,1.2336400,15.0731000
Kepler-761 b,Kepler-761,290.5035990,44.1436249,830.7070000,1.1751000,14.7087000
Kepler-762 b,Kepler-762,291.2756631,47.3295107,1898.2600000,0.4976000,15.4266000
Kepler-763 b,Kepler-763,292.1445534,47.1573604,962.4590000,1.0109300,15.6824000
Kepler-763 c,Kepler-763,292.1445534,47.1573604,962.4590000,1.0109300,15.6824000
Kepler-763 d,Kepler-763,292.1445534,47.1573604,962.4590000,1.0109300,15.6824000
Kepler-764 b,Kepler-764,297.3931183,47.1645814,1047.8400000,0.9261320,15.3002000
Kepler-765 b,Kepler-765,283.1846044,47.1557114,1076.2800000,0.9003020,14.5996000
Kepler-766 b,Kepler-766,293.1845144,37.9698357,2297.6200000,0.4094750,15.6480000
Kepler-767 b,Kepler-767,291.5791562,38.0358066,2251.0300000,0.4160480,15.4176000
Kepler-768 b,Kepler-768,294.1156858,38.3934378,784.5600000,1.2468100,15.7232000
Kepler-769 b,Kepler-769,292.7130925,38.3581685,1169.5700000,0.8268500,14.7604000
Kepler-769 c,Kepler-769,292.7130925,38.3581685,1169.5700000,0.8268500,14.7604000
Kepler-77 b,Kepler-77,289.6079433,44.3454347,639.4110000,1.5351800,13.9172000
Kepler-770 b,Kepler-770,286.4904589,38.3748720,930.4570000,1.0461600,14.5966000
Kepler-770 c,Kepler-770,286.4904589,38.3748720,930.4570000,1.0461600,14.5966000
Kepler-770 d,Kepler-770,286.4904589,38.3748720,930.4570000,1.0461600,14.5966000
Kepler-771 b,Kepler-771,287.4441104,38.0884183,1393.8500000,0.6888040,14.7461000
Kepler-772 b,Kepler-772,291.4235820,38.2165603,1130.2100000,0.8562670,13.9556000
Kepler-773 b,Kepler-773,290.8846217,38.0575539,547.0260000,1.7992400,13.2797000
Kepler-774 b,Kepler-774,291.0318604,38.2118940,917.8040000,1.0611300,12.7699000
Kepler-775 b,Kepler-775,291.4332781,41.7033162,398.6760000,2.4794200,13.4673000
Kepler-776 b,Kepler-776,287.2726117,41.6356009,727.9040000,1.3453700,15.4200000
Kepler-777 b,Kepler-777,282.7241098,44.3465098,443.1060000,2.2286000,15.9397000
Kepler-778 b,Kepler-778,287.4774867,44.2374702,938.1680000,1.0376900,15.7514000
Kepler-779 b,Kepler-779,285.6285208,44.3107855,283.1550000,3.5031300,15.6335000
Kepler-78 b,Kepler-78,293.7419543,44.4482521,124.3760000,8.0112600,11.5287000
Kepler-780 b,Kepler-780,281.7663511,44.2924898,557.6520000,,13.3393000
Kepler-781 b,Kepler-781,287.6535874,47.4147762,1064.4700000,0.9113240,15.9511000
Kepler-782 b,Kepler-782,288.8682460,47.7594700,446.8440000,2.2094500,12.7304000
Kepler-783 b,Kepler-783,291.0628615,47.4847890,516.0900000,1.9088700,13.9378000
Kepler-783 c,Kepler-783,291.0628615,47.4847890,516.0900000,1.9088700,13.9378000
Kepler-784 b,Kepler-784,295.9206663,47.4486164,1303.7200000,0.7382170,13.2634000
Kepler-784 c,Kepler-784,295.9206663,47.4486164,1303.7200000,0.7382170,13.2634000
Kepler-785 b,Kepler-785,292.0683108,38.8422004,642.0510000,1.5300400,15.7615000
Kepler-786 b,Kepler-786,293.7439223,38.9392217,485.3180000,2.0321000,14.9463000
Kepler-787 b,Kepler-787,291.6924773,38.5729105,503.5680000,1.9579100,15.8612000
Kepler-788 b,Kepler-788,290.0004154,38.5398551,1775.8000000,0.5348830,15.2595000
Kepler-789 b,Kepler-789,295.9751549,38.9466396,1480.1600000,0.6474060,14.5085000
Kepler-79 b,Kepler-79,300.5171067,44.3815508,1020.7200000,0.9510890,13.8825000
Kepler-79 c,Kepler-79,300.5171067,44.3815508,1020.7200000,0.9510890,13.8825000
Kepler-79 d,Kepler-79,300.5171067,44.3815508,1020.7200000,0.9510890,13.8825000
Kepler-79 e,Kepler-79,300.5171067,44.3815508,1020.7200000,0.9510890,13.8825000
Kepler-790 b,Kepler-790,286.9171489,38.8722123,703.1680000,1.3935600,15.1947000
Kepler-791 b,Kepler-791,293.5958044,39.0294267,1266.3400000,0.7616880,14.3687000
Kepler-792 b,Kepler-792,292.0068239,38.8207001,1425.4700000,0.6735360,14.9760000
Kepler-793 b,Kepler-793,295.2167334,38.7744269,985.6990000,0.9884110,14.6010000
Kepler-794 b,Kepler-794,288.1336793,38.9968923,931.1920000,1.0451600,13.4420000
Kepler-795 b,Kepler-795,291.0189951,38.5455728,492.1220000,2.0033100,13.3107000
Kepler-796 b,Kepler-796,287.3078999,39.1447097,817.5840000,1.1944000,12.9866000
Kepler-797 b,Kepler-797,297.2089078,41.7816450,1315.2600000,0.7319860,14.5416000
Kepler-798 b,Kepler-798,292.4782785,42.1422821,972.2740000,0.9999300,14.1648000
Kepler-799 b,Kepler-799,287.1748966,44.8784754,,,
Kepler-799 c,Kepler-799,287.1748966,44.8784754,,,
Kepler-8 b,Kepler-8,281.2881335,42.4510975,1021.8700000,0.9497580,13.5299000
Kepler-80 b,Kepler-80,296.1125759,39.9787451,369.4510000,2.6780100,14.7555000
Kepler-80 c,Kepler-80,296.1125759,39.9787451,369.4510000,2.6780100,14.7555000
Kepler-80 d,Kepler-80,296.1125759,39.9787451,369.4510000,2.6780100,14.7555000
Kepler-80 e,Kepler-80,296.1125759,39.9787451,369.4510000,2.6780100,14.7555000
Kepler-80 f,Kepler-80,296.1125759,39.9787451,369.4510000,2.6780100,14.7555000
Kepler-80 g,Kepler-80,296.1125759,39.9787451,369.4510000,2.6780100,14.7555000
Kepler-800 b,Kepler-800,286.5747697,44.7951858,1019.2600000,0.9528610,15.7477000
Kepler-801 b,Kepler-801,286.0751815,44.6646277,440.4260000,2.2418800,15.2759000
Kepler-802 b,Kepler-802,286.0157998,45.0077413,780.5850000,1.2523800,14.8111000
Kepler-803 b,Kepler-803,299.2216728,44.6939033,639.7710000,1.5343300,13.6300000
Kepler-804 b,Kepler-804,293.3722109,44.7851812,649.6500000,1.5105000,13.7361000
Kepler-804 c,Kepler-804,293.3722109,44.7851812,649.6500000,1.5105000,13.7361000
Kepler-805 b,Kepler-805,293.2300178,45.0533640,638.4900000,1.5377400,12.5048000
Kepler-806 b,Kepler-806,296.0071956,44.8535698,361.8960000,2.7345300,11.5909000
Kepler-808 b,Kepler-808,291.5941514,48.4454907,,,14.3539000
Kepler-809 b,Kepler-809,289.0836324,48.0180689,961.4050000,1.0114900,14.6798000
Kepler-81 b,Kepler-81,293.6369437,42.8248275,348.2910000,2.8425700,15.0040000
Kepler-81 c,Kepler-81,293.6369437,42.8248275,348.2910000,2.8425700,15.0040000
Kepler-81 d,Kepler-81,293.6369437,42.8248275,348.2910000,2.8425700,15.0040000
Kepler-810 b,Kepler-810,296.6148615,48.0825642,1458.5900000,0.6583540,15.7606000
Kepler-811 b,Kepler-811,285.4241593,47.8345586,985.0410000,0.9864170,13.9578000
Kepler-812 b,Kepler-812,288.8552821,48.2085170,1482.7400000,0.6455070,13.7493000
Kepler-813 b,Kepler-813,285.6626752,48.4353251,,,14.5352000
Kepler-814 b,Kepler-814,284.9105256,48.4315896,2055.7700000,0.4568040,14.6655000
Kepler-815 b,Kepler-815,285.2211238,47.8813037,1259.2800000,0.7652360,13.2306000
Kepler-816 b,Kepler-816,293.3628165,39.2124394,983.6970000,0.9895070,15.9357000
Kepler-817 b,Kepler-817,296.0818498,39.1616140,1484.4600000,0.6465940,15.5969000
Kepler-818 b,Kepler-818,296.2351072,39.3702865,925.0370000,1.0537700,15.0569000
Kepler-819 b,Kepler-819,295.3708312,39.1772925,664.3060000,1.4769800,15.0662000
Kepler-82 b,Kepler-82,292.8733696,42.9661583,904.3260000,1.0776200,15.1377000
Kepler-82 c,Kepler-82,292.8733696,42.9661583,904.3260000,1.0776200,15.1377000
Kepler-82 d,Kepler-82,292.8733696,42.9661583,904.3260000,1.0776200,15.1377000
Kepler-82 e,Kepler-82,292.8733696,42.9661583,904.3260000,1.0776200,15.1377000
Kepler-82 f,Kepler-82,292.8733696,42.9661583,904.3260000,1.0776200,15.1377000
Kepler-820 b,Kepler-820,291.0201523,39.2206091,1387.2000000,0.6923120,13.9436000
Kepler-821 b,Kepler-821,285.6173937,39.3794684,614.5710000,1.5985300,14.8177000
Kepler-822 b,Kepler-822,292.2760929,39.5501136,860.3910000,1.1336500,14.5966000
Kepler-823 b,Kepler-823,284.5825682,39.2201737,1389.2700000,0.6910590,14.7625000
Kepler-824 b,Kepler-824,290.4774060,39.7319975,1201.4000000,0.8040380,14.8825000
Kepler-825 b,Kepler-825,294.7698250,39.3984081,807.8500000,1.2093100,14.1453000
Kepler-825 c,Kepler-825,294.7698250,39.3984081,807.8500000,1.2093100,14.1453000
Kepler-826 b,Kepler-826,284.8601128,39.2405076,779.5960000,1.2539000,13.4122000
Kepler-827 b,Kepler-827,294.9660027,42.7085608,2046.6800000,0.4614820,15.8616000
Kepler-828 b,Kepler-828,286.8872555,42.4712271,575.3220000,1.7094500,15.0441000
Kepler-829 b,Kepler-829,282.3328312,42.4638125,1073.7600000,0.9027220,14.9206000
Kepler-83 b,Kepler-83,282.2325197,43.6655662,400.4090000,2.4690700,15.7832000
Kepler-83 c,Kepler-83,282.2325197,43.6655662,400.4090000,2.4690700,15.7832000
Kepler-83 d,Kepler-83,282.2325197,43.6655662,400.4090000,2.4690700,15.7832000
Kepler-830 b,Kepler-830,295.0542380,42.7568316,,,14.7886000
Kepler-831 b,Kepler-831,294.9855607,42.7277355,593.5400000,1.6560400,13.6311000
Kepler-832 b,Kepler-832,295.9261101,45.3838690,1688.1200000,0.5648400,15.8594000
Kepler-833 b,Kepler-833,290.4799052,45.6005798,467.3700000,2.1111200,15.4686000
Kepler-834 b,Kepler-834,287.0544674,45.1803351,633.9370000,1.5497800,15.9285000
Kepler-835 b,Kepler-835,283.5742181,45.7348003,2406.3300000,0.3829600,15.8901000
Kepler-836 b,Kepler-836,287.4527659,45.7043964,980.0350000,0.9917560,14.5873000
Kepler-837 b,Kepler-837,285.2467607,45.9501100,901.9070000,1.0801600,15.2290000
Kepler-838 b,Kepler-838,285.4354695,45.9759590,1104.0400000,0.8771220,15.2295000
Kepler-839 b,Kepler-839,291.0746840,45.2425440,944.5610000,1.0299100,13.5633000
Kepler-84 b,Kepler-84,298.2520208,40.4960842,1023.9000000,,14.7902000
Kepler-84 c,Kepler-84,298.2520208,40.4960842,1023.9000000,,14.7902000
Kepler-84 d,Kepler-84,298.2520208,40.4960842,1023.9000000,,14.7902000
Kepler-84 e,Kepler-84,298.2520208,40.4960842,1023.9000000,,14.7902000
Kepler-84 f,Kepler-84,298.2520208,40.4960842,1023.9000000,,14.7902000
Kepler-841 b,Kepler-841,284.2513637,48.8095962,998.9610000,0.9730520,15.7442000
Kepler-842 b,Kepler-842,292.3285976,49.6535171,532.7260000,1.8487500,15.1296000
Kepler-843 b,Kepler-843,296.3219786,48.9714373,1165.6600000,0.8302210,15.2481000
Kepler-844 b,Kepler-844,287.8578541,48.7739646,431.7760000,2.2884800,15.7957000
Kepler-845 b,Kepler-845,290.9576363,49.2037262,431.0510000,2.2911100,14.6386000
Kepler-846 b,Kepler-846,287.0570731,49.0460112,1127.1200000,0.8588340,15.6041000
Kepler-847 b,Kepler-847,283.5048144,49.4509371,513.1030000,1.9202000,14.7799000
Kepler-848 b,Kepler-848,293.2882949,48.8116114,1378.4700000,0.6966160,14.0105000
Kepler-849 b,Kepler-849,290.8517961,48.5213243,822.1340000,1.1878200,12.8358000
Kepler-85 b,Kepler-85,290.9734395,45.2902761,765.0250000,1.2786200,14.7660000
Kepler-85 c,Kepler-85,290.9734395,45.2902761,765.0250000,1.2786200,14.7660000
Kepler-85 d,Kepler-85,290.9734395,45.2902761,765.0250000,1.2786200,14.7660000
Kepler-85 e,Kepler-85,290.9734395,45.2902761,765.0250000,1.2786200,14.7660000
Kepler-850 b,Kepler-850,293.0844515,48.5753645,1661.2800000,0.5733280,15.4272000
Kepler-851 b,Kepler-851,294.6802199,49.1401106,839.2550000,1.1631200,15.1081000
Kepler-852 b,Kepler-852,297.3915863,48.5606875,1619.0300000,0.5890920,13.9066000
Kepler-853 b,Kepler-853,283.9367810,49.1102748,568.6760000,1.7298100,12.2485000
Kepler-855 b,Kepler-855,295.0949565,43.5375650,1506.5800000,0.6356660,15.0191000
Kepler-856 b,Kepler-856,289.6038379,46.3149097,1351.1700000,0.7116190,15.5570000
Kepler-857 b,Kepler-857,294.6323978,43.4004526,983.5020000,0.9885220,15.0638000
Kepler-858 b,Kepler-858,288.8488552,51.2090375,298.5320000,3.3209600,12.4110000
Kepler-859 b,Kepler-859,286.7418337,43.1901197,839.9030000,1.1628800,15.8805000
Kepler-860 b,Kepler-860,295.5772681,46.2547028,1056.3600000,0.9183600,15.4033000
Kepler-861 b,Kepler-861,292.3539624,46.2262465,850.3270000,1.1479800,15.5958000
Kepler-862 b,Kepler-862,297.7792466,46.4926688,1039.0300000,0.9364370,15.3031000
Kepler-863 b,Kepler-863,297.6644677,43.2489903,1499.6600000,0.6398160,15.4464000
Kepler-864 b,Kepler-864,285.0570943,46.3206074,2022.9000000,0.4643310,15.7816000
Kepler-864 c,Kepler-864,285.0570943,46.3206074,2022.9000000,0.4643310,15.7816000
Kepler-865 b,Kepler-865,297.7242257,43.5272796,586.1370000,1.6775800,14.5036000
Kepler-865 c,Kepler-865,297.7242257,43.5272796,586.1370000,1.6775800,14.5036000
Kepler-866 b,Kepler-866,290.1222112,43.0854070,646.6670000,1.5185900,15.7966000
Kepler-867 b,Kepler-867,287.2852554,51.2499499,1195.5400000,0.8108760,14.8849000
Kepler-868 b,Kepler-868,282.3635315,46.6752384,1593.1300000,0.5988540,15.6177000
Kepler-869 b,Kepler-869,289.4245955,50.9941198,939.4550000,1.0358000,14.9685000
Kepler-87 b,Kepler-87,297.9168433,46.9651146,1232.9000000,0.7825440,14.5869000
Kepler-87 c,Kepler-87,297.9168433,46.9651146,1232.9000000,0.7825440,14.5869000
Kepler-870 b,Kepler-870,295.4025625,50.4785992,1259.4600000,0.7656530,15.2216000
Kepler-871 b,Kepler-871,294.5270634,43.3681317,1976.0500000,0.4784740,15.6422000
Kepler-872 b,Kepler-872,295.4174725,43.6056117,879.6830000,1.1088800,15.0714000
Kepler-873 b,Kepler-873,296.4031319,51.2712773,1182.2200000,0.8174090,14.7952000
Kepler-874 b,Kepler-874,294.9568477,43.0142991,1082.1600000,0.8957230,14.6941000
Kepler-875 b,Kepler-875,297.3012497,43.1418313,1242.6200000,0.7776000,15.2096000
Kepler-876 b,Kepler-876,283.4781717,43.3837235,820.9130000,1.1900000,15.3301000
Kepler-877 b,Kepler-877,289.8591023,46.5227429,602.1760000,,14.5228000
Kepler-878 b,Kepler-878,285.2962562,46.6034497,791.6250000,1.2368600,14.7898000
Kepler-879 b,Kepler-879,295.8065515,50.9097521,802.6720000,1.2171000,14.2377000
Kepler-88 d,KOI-142,291.1481028,40.6694130,376.8630000,2.6246100,13.1048000
Kepler-880 b,Kepler-880,281.9712347,43.6727839,601.3240000,1.6343900,11.9642000
Kepler-880 c,Kepler-880,281.9712347,43.6727839,601.3240000,1.6343900,11.9642000
Kepler-881 b,Kepler-881,288.9925529,46.6706513,1375.1800000,0.6985400,15.1765000
Kepler-882 b,Kepler-882,294.6500256,43.3356106,504.6050000,1.9529600,14.0774000
Kepler-883 b,Kepler-883,286.4337260,50.3002266,627.4550000,1.5649800,13.0069000
Kepler-884 b,Kepler-884,292.5844328,49.9232012,476.7330000,,13.0469000
Kepler-885 b,Kepler-885,288.6615682,49.7371538,651.3180000,1.5066800,12.7877000
Kepler-886 b,Kepler-886,286.2717162,43.5952037,711.2970000,1.3770400,13.8936000
Kepler-887 b,Kepler-887,290.0907893,39.8169085,886.5880000,1.0991700,13.4496000
Kepler-887 c,Kepler-887,290.0907893,39.8169085,886.5880000,1.0991700,13.4496000
Kepler-888 b,Kepler-888,295.5212866,49.7386804,420.8170000,2.3475400,12.9814000
Kepler-889 b,Kepler-889,291.4674540,50.7595597,598.3130000,1.6427000,12.6802000
Kepler-890 b,Kepler-890,288.4357180,43.7634712,1712.1200000,0.5551040,15.1361000
Kepler-891 b,Kepler-891,291.0837644,40.3552252,2340.5800000,0.3982850,15.2730000
Kepler-892 b,Kepler-892,283.1296399,43.8880983,570.7270000,1.7240400,15.5902000
Kepler-893 b,Kepler-893,284.9630591,43.9130282,1285.5900000,0.7491150,15.1735000
Kepler-894 b,Kepler-894,288.7340513,46.9393630,1162.9100000,0.8314610,15.4056000
Kepler-895 b,Kepler-895,289.2906978,51.4089936,540.1340000,1.8232800,15.9804000
Kepler-896 b,Kepler-896,282.4391402,43.7344291,2334.9300000,0.3975450,15.4307000
Kepler-896 c,Kepler-896,282.4391402,43.7344291,2334.9300000,0.3975450,15.4307000
Kepler-897 b,Kepler-897,290.5867992,51.6957731,1519.2500000,0.6293080,15.0787000
Kepler-898 b,Kepler-898,286.5854116,46.8708877,484.8910000,2.0341000,15.9386000
Kepler-899 b,Kepler-899,297.4825612,40.6807412,1246.4300000,0.7744280,15.3820000
Kepler-9 b,Kepler-9,285.5739904,38.4008192,628.2570000,1.5629400,13.7809000
Kepler-9 c,Kepler-9,285.5739904,38.4008192,628.2570000,1.5629400,13.7809000
Kepler-9 d,Kepler-9,285.5739904,38.4008192,628.2570000,1.5629400,13.7809000
Kepler-90 i,KOI-351,284.4334642,49.3051239,848.2540000,1.1500700,13.7397000
Kepler-900 b,Kepler-900,296.1772720,46.9989635,487.5250000,2.0225300,14.9453000
Kepler-901 b,Kepler-901,291.1528056,40.8876814,253.8670000,3.9103100,14.6803000
Kepler-902 b,Kepler-902,289.7317067,46.9538750,1165.3400000,0.8299960,14.8583000
Kepler-903 b,Kepler-903,288.7710137,40.6641771,1369.2400000,0.7016220,14.6150000
Kepler-903 c,Kepler-903,288.7710137,40.6641771,1369.2400000,0.7016220,14.6150000
Kepler-904 b,Kepler-904,288.8229001,40.3890100,978.1250000,0.9937150,14.3921000
Kepler-905 b,Kepler-905,290.0511468,46.7134077,529.2680000,1.8605500,13.9504000
Kepler-906 b,Kepler-906,291.4055614,40.1254254,757.7910000,1.2909300,13.9180000
Kepler-907 b,Kepler-907,285.4764959,41.6326615,,,11.4623000
Kepler-908 b,Kepler-908,295.3225434,39.3764624,290.8430000,3.4095600,11.4650000
Kepler-909 b,Kepler-909,289.5063796,45.3709728,309.5960000,3.2012600,11.5096000
Kepler-91 b,Kepler-91,285.6729033,44.1167513,1294.6900000,0.7437390,12.4762000
Kepler-910 b,Kepler-910,296.0472937,42.7429414,400.2890000,2.4698400,11.5286000
Kepler-911 b,Kepler-911,298.5891948,40.7506921,556.1680000,1.7696600,11.8295000
Kepler-912 b,Kepler-912,298.1111779,41.7583240,2004.7200000,0.4712250,15.3262000
Kepler-913 b,Kepler-913,297.5830564,41.9523531,991.6180000,0.9811030,15.7385000
Kepler-913 c,Kepler-913,297.5830564,41.9523531,991.6180000,0.9811030,15.7385000
Kepler-914 b,Kepler-914,290.4120774,44.8993227,753.7230000,1.2979700,13.5481000
Kepler-915 b,Kepler-915,290.5921293,45.7372184,849.0360000,1.1489700,13.2408000
Kepler-916 b,Kepler-916,290.9833818,45.9733334,830.7120000,1.1752900,15.1752000
Kepler-917 b,Kepler-917,299.0512562,47.9492677,3460.5100000,0.2514950,15.8533000
Kepler-918 b,Kepler-918,298.2007268,48.2677925,1025.0300000,0.9477260,14.9546000
Kepler-919 b,Kepler-919,298.1147862,48.4943834,1119.8700000,0.8650980,14.6785000
Kepler-92 b,Kepler-92,289.0860607,41.5630224,477.9920000,2.0634700,11.7451000
Kepler-92 c,Kepler-92,289.0860607,41.5630224,477.9920000,2.0634700,11.7451000
Kepler-92 d,Kepler-92,289.0860607,41.5630224,477.9920000,2.0634700,11.7451000
Kepler-920 b,Kepler-920,284.2969363,49.1585983,1001.6800000,0.9698180,15.2681000
Kepler-920 c,Kepler-920,284.2969363,49.1585983,1001.6800000,0.9698180,15.2681000
Kepler-921 b,Kepler-921,284.6162253,49.1907438,934.4900000,1.0414300,14.7055000
Kepler-922 b,Kepler-922,284.7316084,49.5331490,536.3230000,1.8356700,13.7450000
Kepler-923 b,Kepler-923,294.1710831,40.0551372,1000.2800000,0.9712830,14.0117000
Kepler-924 b,Kepler-924,290.6685136,40.3977086,1053.0400000,0.9210480,14.1368000
Kepler-925 b,Kepler-925,290.1065581,40.4906242,611.1150000,1.6087700,15.8155000
Kepler-926 b,Kepler-926,289.6793396,40.7004265,921.3610000,1.0575300,14.2595000
Kepler-927 b,Kepler-927,289.3834807,41.3926651,831.6850000,1.1737000,14.6011000
Kepler-928 b,Kepler-928,289.9206760,41.5427758,508.8090000,1.9369300,15.3227000
Kepler-929 b,Kepler-929,298.4811022,41.6152603,1311.2300000,0.7343550,14.5038000
Kepler-93 b,Kepler-93,291.4181275,38.6723124,95.9115000,10.3974000,9.8624900
Kepler-93 c,Kepler-93,291.4181275,38.6723124,95.9115000,10.3974000,9.8624900
Kepler-930 b,Kepler-930,298.3144494,42.2473698,848.3960000,1.1500400,13.7625000
Kepler-931 b,Kepler-931,297.1326937,42.7682885,,,14.4880000
Kepler-932 b,Kepler-932,296.9520797,43.2720233,465.6120000,2.1190000,14.1360000
Kepler-933 b,Kepler-933,289.5685257,43.5385438,1017.2000000,0.9547700,15.4379000
Kepler-934 b,Kepler-934,290.2884494,43.7552623,608.7380000,1.6142100,15.0341000
Kepler-935 b,Kepler-935,295.0217193,46.6192011,471.7820000,2.0908700,14.9002000
Kepler-936 b,Kepler-936,293.5777958,46.7362953,823.3990000,,14.7886000
Kepler-937 b,Kepler-937,294.1688142,46.7146161,1571.4600000,0.6078980,15.1944000
Kepler-937 c,Kepler-937,294.1688142,46.7146161,1571.4600000,0.6078980,15.1944000
Kepler-938 b,Kepler-938,294.7890593,46.9839352,1182.0500000,,
Kepler-939 b,Kepler-939,293.8656181,47.0268148,2093.6200000,0.4487080,15.5197000
Kepler-94 b,Kepler-94,281.1947316,47.4972606,191.9040000,5.1821000,12.8567000
Kepler-94 c,Kepler-94,281.1947316,47.4972606,191.9040000,5.1821000,12.8567000
Kepler-940 b,Kepler-940,294.2413053,47.2759642,1260.7800000,0.7655790,15.4975000
Kepler-941 b,Kepler-941,294.3262617,47.2175461,1088.3600000,0.8909340,15.5723000
Kepler-942 b,Kepler-942,294.9550809,44.1499518,216.3540000,4.5931200,13.0663000
Kepler-943 b,Kepler-943,284.2739322,41.5349809,2300.5300000,0.4043640,15.6387000
Kepler-944 b,Kepler-944,293.6012911,42.3797910,1349.4300000,0.7133520,15.7109000
Kepler-945 b,Kepler-945,291.2697354,42.0960305,1651.2500000,0.5776110,15.8596000
Kepler-946 b,Kepler-946,300.9295551,44.0286710,1137.2900000,0.8510550,14.9234000
Kepler-947 b,Kepler-947,294.3667312,42.2526408,1730.7800000,0.5501840,15.7517000
Kepler-948 b,Kepler-948,293.3002774,41.5233244,868.0170000,1.1235300,14.7858000
Kepler-949 b,Kepler-949,298.6079128,46.4536600,486.1050000,2.0285900,14.5084000
Kepler-949 c,Kepler-949,298.6079128,46.4536600,486.1050000,2.0285900,14.5084000
Kepler-95 b,Kepler-95,284.4824281,44.3978910,445.6560000,2.2154200,12.3044000
Kepler-950 b,Kepler-950,287.9565768,41.1302834,2161.6000000,0.4322790,15.6813000
Kepler-951 b,Kepler-951,287.7375794,38.1146488,382.5090000,2.5856500,14.4908000
Kepler-952 b,Kepler-952,285.3718781,41.9938697,1304.2500000,0.7380880,15.1882000
Kepler-953 b,Kepler-953,288.9716297,44.6246451,258.8930000,,12.1425000
Kepler-953 c,Kepler-953,288.9716297,44.6246451,258.8930000,,12.1425000
Kepler-954 b,Kepler-954,295.8594318,47.9396001,215.8140000,4.6048500,12.9432000
Kepler-955 b,Kepler-955,288.4714969,40.2698157,550.3830000,1.7882900,14.6273000
Kepler-956 b,Kepler-956,292.5308289,49.0616555,544.9390000,1.8062200,13.2889000
Kepler-957 b,Kepler-957,290.1563633,48.8189710,824.6880000,1.1843100,15.6906000
Kepler-958 b,Kepler-958,287.2566578,46.0667247,449.7730000,2.1944700,13.7299000
Kepler-959 b,Kepler-959,292.1711850,40.8113849,807.7290000,1.2095400,12.4660000
Kepler-96 b,Kepler-96,297.0698263,40.5252039,122.8810000,8.1091200,10.2971000
Kepler-960 b,Kepler-960,281.4572217,46.7465538,284.9160000,3.4809800,13.8413000
Kepler-961 b,Kepler-961,282.0354942,43.6312491,574.3140000,1.7124400,14.0430000
Kepler-962 b,Kepler-962,295.3131906,46.2375024,411.4860000,2.4013400,13.5580000
Kepler-963 b,Kepler-963,296.7529742,45.0411049,771.4940000,1.2676900,14.9116000
Kepler-964 b,Kepler-964,295.3000650,40.5565792,454.6260000,2.1710000,13.9025000
Kepler-965 b,Kepler-965,298.5153169,41.8912305,582.8280000,1.6871000,13.3334000
Kepler-966 b,Kepler-966,297.2705760,50.1218365,1027.8000000,0.9443760,14.4435000
Kepler-967 b,Kepler-967,286.5580128,38.4052418,568.5460000,,14.4513000
Kepler-967 c,Kepler-967,286.5580128,38.4052418,568.5460000,,14.4513000
Kepler-968 b,Kepler-968,285.6025889,50.1120401,290.3240000,3.4155700,14.2499000
Kepler-968 c,Kepler-968,285.6025889,50.1120401,290.3240000,3.4155700,14.2499000
