RA,Dec
251.574270,-33.373704
251.579886,-33.369972
251.577724,-33.368298
251.579672,-33.380458
251.576178,-33.386207
251.572345,-33.382179
251.572320,-33.381335
251.583557,-33.376860
251.576004,-33.378149
251.572589,-33.378122
251.584983,-33.374652
251.574654,-33.377174
251.581202,-33.374912
251.580098,-33.374379
251.581331,-33.373570
91.487448,53.482245
91.485645,53.485750
91.469886,53.487337
91.482139,53.493009
91.482803,53.497685
91.461893,53.503204
91.485354,53.493442
91.449252,53.493781
91.459206,53.488893
91.443017,53.510680
91.437576,53.511132
91.447822,53.515941
91.432947,53.517909
91.481410,53.508484
218.461829,-57.085180
218.471277,-57.092740
218.456537,-57.083165
218.457020,-57.097961
218.447370,-57.090043
218.448298,-57.092730
218.476896,-57.089648
218.472030,-57.082850
218.484385,-57.079223
218.484047,-57.074174
218.478881,-57.069555
218.466398,-57.078371
218.476322,-57.089416
218.475157,-57.086189
218.481477,-57.084641
140.052230,-49.964523
140.051442,-49.964164
140.058649,-49.959623
140.065016,-49.946682
140.063088,-49.940490
140.066676,-49.936327
140.076190,-49.944738
140.063858,-49.940569
140.075367,-49.944250
140.071683,-49.941719
140.069327,-49.949165
140.078463,-49.943797
140.066381,-49.952584
140.053918,-49.945462
140.034700,-49.946578
256.047411,-32.681100
256.052762,-32.677492
256.052570,-32.677228
256.049508,-32.679486
256.049076,-32.678579
256.049043,-32.678896
256.053837,-32.675234
256.054612,-32.675116
256.054996,-32.675283
256.047898,-32.680032
256.055269,-32.674828
256.046873,-32.680646
256.049631,-32.678493
256.044272,-32.681291
256.044477,-32.681637
256.055152,-32.673965
256.045596,-32.680697
254.063223,-32.198304
254.059132,-32.199804
254.052783,-32.202726
254.051928,-32.200010
254.056828,-32.193861
254.057053,-32.209135
254.062761,-32.196834
254.062479,-32.196740
254.064551,-32.200189
254.054385,-32.194145
254.060638,-32.204190
254.062356,-32.200470
254.058669,-32.198355
254.050107,-32.200185
254.047537,-32.199787
254.037552,-32.208147
316.129602,42.183511
316.126048,42.172318
316.130149,42.175614
316.122507,42.176208
316.120116,42.174245
316.128498,42.164805
316.129835,42.164406
316.135645,42.170718
316.128810,42.165194
316.131322,42.169359
316.129639,42.168424
316.128772,42.171029
316.125571,42.178328
316.137772,42.173247
316.136459,42.176332
142.607261,-50.207112
142.612046,-50.208663
142.606386,-50.223410
142.581235,-50.214470
142.572076,-50.210490
142.581264,-50.208305
142.570751,-50.209021
142.576961,-50.218405
142.575381,-50.219340
142.577746,-50.209802
142.577570,-50.216252
142.569363,-50.210780
142.587195,-50.211367
142.579494,-50.220569
142.573746,-50.218444
316.733765,41.421241
316.728045,41.424849
316.732401,41.424951
316.742273,41.423114
316.733868,41.425863
316.727992,41.421410
316.731966,41.427344
316.738215,41.418669
316.735937,41.417582
316.734871,41.427564
316.739188,41.431233
316.690370,41.391277
316.694370,41.396920
316.687369,41.399169
316.699360,41.400966
219.476258,-57.222011
219.471626,-57.219839
219.478543,-57.221194
219.476881,-57.220755
219.479093,-57.220305
219.465008,-57.217104
219.474105,-57.217305
219.471627,-57.213161
219.470958,-57.219194
219.467087,-57.219275
219.465569,-57.221050
219.461069,-57.224202
219.464893,-57.227836
219.463910,-57.227607
219.480527,-57.220076
219.471848,-57.210469
219.457792,-57.224712
318.740177,42.592006
318.740954,42.591779
318.730433,42.583660
318.742271,42.593397
318.752023,42.595748
318.756625,42.595721
318.746929,42.600718
318.743917,42.601368
318.744830,42.604148
318.752145,42.589158
318.751828,42.590105
318.747485,42.590009
318.754496,42.596045
318.750903,42.594321
217.948139,-57.746299
217.967592,-57.742492
217.957859,-57.741115
217.958789,-57.741364
217.958327,-57.741184
217.966671,-57.739867
217.959306,-57.738095
217.956071,-57.738101
217.955571,-57.737852
217.957974,-57.755872
217.956418,-57.749106
217.956088,-57.748915
217.960366,-57.742804
217.953684,-57.741169
217.955647,-57.753647
217.954945,-57.750585
217.962185,-57.750946
105.577252,46.949001
105.577577,46.941434
105.559169,46.959884
105.565995,46.944797
105.564059,46.945430
105.562532,46.946874
105.631100,46.921972
105.625509,46.921780
105.630340,46.921986
105.638534,46.925731
105.634065,46.933077
105.613517,46.931135
105.613039,46.934107
105.597926,46.938350
254.038028,-32.194394
140.829976,-49.756340
140.832824,-49.747060
140.838050,-49.749541
140.831040,-49.753543
140.817173,-49.753233
140.830727,-49.749596
140.832450,-49.757585
140.827796,-49.754142
140.824647,-49.744895
140.838752,-49.751639
140.805888,-49.754838
140.792658,-49.750177
140.803281,-49.749381
140.793887,-49.748001
254.545900,-31.919787
254.549784,-31.916172
254.546287,-31.918662
254.550892,-31.914853
254.552142,-31.913901
254.548935,-31.915583
254.549150,-31.915818
254.544049,-31.919144
254.547638,-31.916579
254.547064,-31.916305
254.551568,-31.912910
254.551471,-31.913196
254.547946,-31.915429
254.545801,-31.916622
254.547853,-31.914742
254.231979,-31.696304
254.235352,-31.705078
254.239813,-31.691019
254.243825,-31.694041
254.225449,-31.695425
254.232061,-31.692632
254.232601,-31.691528
254.230706,-31.688759
254.232984,-31.688970
254.233913,-31.704439
254.234302,-31.704464
254.238817,-31.701252
254.241006,-31.697711
254.245053,-31.694990
254.237368,-31.700168
220.055082,-57.465373
220.049080,-57.465778
220.050811,-57.462580
220.047946,-57.479411
220.053679,-57.477561
220.056970,-57.477921
220.054195,-57.460804
220.038847,-57.471439
220.044919,-57.464904
220.058312,-57.465437
220.060338,-57.466555
220.057456,-57.466842
220.042693,-57.467248
220.057757,-57.474374
220.047820,-57.471781
220.055976,-57.474686
125.464655,-58.632554
125.474953,-58.618710
125.477019,-58.631699
125.474336,-58.629852
125.478486,-58.629449
125.483719,-58.625004
125.503694,-58.628130
125.524253,-58.624185
125.504786,-58.620470
125.521962,-58.618185
125.507010,-58.624777
125.518277,-58.618745
125.516535,-58.615659
125.509039,-58.626065
128.087613,-58.099743
128.088631,-58.096690
128.074115,-58.099403
128.090880,-58.098749
128.076448,-58.104362
128.085392,-58.089962
128.110389,-58.089201
128.089230,-58.087551
128.091648,-58.085123
128.102215,-58.084002
128.101887,-58.080136
128.109344,-58.091190
128.093125,-58.093140
128.100582,-58.091213
128.098801,-58.097372
126.698173,-59.804804
126.732827,-59.812976
126.731969,-59.809715
126.733273,-59.816956
126.726539,-59.814850
126.737956,-59.812638
126.735391,-59.810134
126.743284,-59.810226
126.730494,-59.806541
126.730223,-59.811124
126.734230,-59.807130
126.757932,-59.795322
126.751391,-59.790904
126.756577,-59.788644
258.811572,-42.924836
258.812282,-42.921029
258.807244,-42.918340
258.795413,-42.909472
258.811745,-42.921632
258.794900,-42.915395
258.796149,-42.916573
258.795305,-42.919834
258.803099,-42.925523
258.792946,-42.918668
258.795856,-42.921356
258.798923,-42.925625
258.808426,-42.929814
258.812134,-42.930314
258.801488,-42.917750
258.805851,-42.921992
91.876732,50.606086
91.884189,50.602244
91.881755,50.608530
91.912720,50.615247
91.914891,50.605708
91.913479,50.609551
91.898789,50.622040
91.875993,50.620133
91.867203,50.624702
91.868261,50.627647
91.869236,50.635651
91.864755,50.639313
91.889180,50.636279
91.850918,50.610682
91.852447,50.617009
110.778998,48.663035
110.778573,48.663027
110.770987,48.666973
110.785333,48.678480
110.790229,48.681430
110.783242,48.671980
110.791997,48.680540
110.781715,48.687537
110.782244,48.685191
110.786385,48.688385
110.790744,48.692917
110.789078,48.701507
110.804726,48.704775
110.777827,48.705561
110.766035,48.700764
251.746738,-33.773309
251.751952,-33.771386
251.751209,-33.771220
251.752608,-33.770702
251.753409,-33.769961
251.753399,-33.785594
251.743591,-33.780899
251.757375,-33.778353
251.745484,-33.780008
251.749667,-33.787965
251.756298,-33.774846
251.751174,-33.776309
251.754358,-33.786342
251.729146,-33.784021
251.729124,-33.781337
251.725624,-33.774148
251.728071,-33.769880
109.007399,46.125879
108.984346,46.141723
108.981776,46.142660
108.949043,46.135313
108.931773,46.125104
108.936910,46.149696
108.935976,46.149024
108.973402,46.140994
108.971514,46.136531
108.967048,46.143193
108.970959,46.137795
108.979105,46.152583
108.965547,46.156460
108.960710,46.163366
108.107845,49.147265
108.108303,49.147220
108.098739,49.152746
108.107209,49.153957
108.106893,49.161253
108.114495,49.150893
108.179036,49.122504
108.173591,49.138444
108.169203,49.150572
108.172673,49.154272
108.160084,49.160701
108.173868,49.154430
108.179716,49.160422
108.187008,49.151765
253.449590,-30.588762
253.463113,-30.596041
253.450755,-30.598282
253.450926,-30.599766
253.458441,-30.597733
253.415304,-30.621046
253.414899,-30.615323
253.411871,-30.616506
253.419944,-30.614541
253.414730,-30.612083
253.408989,-30.607343
253.409754,-30.624093
253.411611,-30.623720
253.406847,-30.619195
253.402753,-30.615529
142.574246,-50.217757
142.578918,-50.214902
142.582151,-50.207264
142.589139,-50.193855
142.590710,-50.210733
142.595411,-50.205960
142.594300,-50.204506
142.582163,-50.202155
142.593690,-50.200834
142.592470,-50.199261
142.599462,-50.198135
142.584479,-50.205057
142.586770,-50.191489
142.590830,-50.203556
142.584705,-50.193715
140.050257,-49.947341
140.037736,-49.950394
140.047116,-49.944223
140.052760,-49.944929
140.052064,-49.942562
140.057844,-49.932477
140.052176,-49.923370
140.054854,-49.931960
140.056072,-49.933838
140.055667,-49.933679
140.048213,-49.927756
140.054443,-49.940917
140.052682,-49.936076
140.003812,-49.948753
139.997110,-49.957294
253.205938,-30.920869
253.207039,-30.919565
253.203328,-30.918966
253.209867,-30.914279
253.210796,-30.913043
253.209260,-30.912907
253.216299,-30.917830
253.207793,-30.915826
253.203648,-30.918074
253.212346,-30.926862
253.209033,-30.918798
253.207092,-30.921581
253.210357,-30.925793
253.215762,-30.924455
253.221346,-30.918049
253.211311,-30.924211
253.208822,-30.926267
254.035966,-32.208491
254.027976,-32.201215
254.038905,-32.201882
254.043627,-32.200325
254.028920,-32.197666
254.039645,-32.193403
254.030754,-32.195883
254.032392,-32.195621
254.032284,-32.201046
254.026605,-32.201861
254.027712,-32.199197
254.031129,-32.200556
254.033400,-32.201826
254.034651,-32.202428
315.609453,41.279703
315.622979,41.271070
315.613483,41.274575
315.624753,41.275795
315.609972,41.279843
315.619835,41.274768
315.614176,41.283878
315.606468,41.272767
315.616226,41.263325
315.612165,41.274412
315.618981,41.274015
315.623983,41.273472
315.614140,41.277224
315.619456,41.279183
315.630177,41.285705
318.749280,42.594239
318.748177,42.594380
318.742986,42.591696
318.747693,42.596174
318.749273,42.604747
318.741169,42.599670
318.754811,42.597995
318.749907,42.589941
318.757087,42.596588
318.740762,42.599677
318.741398,42.600728
318.828550,42.515125
318.836236,42.518059
318.826172,42.519259
318.840474,42.521243
105.596497,46.945384
105.605424,46.946945
105.604269,46.937260
105.615886,46.950723
105.606638,46.958485
105.621383,46.961134
105.628416,46.969108
105.621381,46.977331
105.581469,46.949357
105.594247,46.943779
105.596284,46.958175
105.594781,46.968590
105.582833,46.970058
105.587969,46.973741
217.956655,-57.748090
217.954524,-57.747114
217.955609,-57.744913
217.959613,-57.745220
217.971745,-57.746236
217.955378,-57.742499
217.951645,-57.741505
217.955138,-57.741280
217.952987,-57.739942
217.953301,-57.738638
217.965870,-57.739914
217.968208,-57.739739
217.971431,-57.740264
217.960566,-57.736821
217.959147,-57.736363
217.962210,-57.736593
254.549287,-31.912846
254.549457,-31.912952
254.544106,-31.916086
254.547500,-31.913706
254.538187,-31.920055
254.546725,-31.913884
254.537509,-31.919455
254.537828,-31.919547
254.544812,-31.913705
254.536102,-31.918756
254.540277,-31.915783
254.544382,-31.911113
254.541252,-31.913269
254.540475,-31.912970
254.545012,-31.909625
316.690206,41.402248
316.692690,41.402758
316.689739,41.408806
316.699556,41.401125
316.687535,41.397287
316.691860,41.394310
316.691724,41.400062
316.695735,41.400556
316.693890,41.400072
316.692858,41.399417
316.690530,41.409007
316.692642,41.391314
316.689734,41.398419
316.695073,41.399519
316.684419,41.395120
316.691610,41.388730
220.045521,-57.477877
220.048277,-57.480904
220.048265,-57.463035
220.046022,-57.465497
220.048682,-57.473159
220.054899,-57.477525
220.065770,-57.470264
220.053393,-57.479914
220.052291,-57.480498
220.053081,-57.474575
220.062134,-57.472004
220.044998,-57.473730
220.050306,-57.472788
220.053338,-57.471637
220.057342,-57.470082
220.042884,-57.470283
140.149816,-49.981291
318.612024,41.752153
318.620816,41.762451
318.623975,41.760979
318.619423,41.757892
318.621246,41.762928
318.618900,41.764630
318.620181,41.758599
318.620649,41.761317
318.624197,41.765199
318.626719,41.774037
318.617700,41.771448
318.622571,41.773951
318.622909,41.767716
318.625803,41.773526
318.625822,41.762239
256.045125,-32.681047
256.048543,-32.677888
256.048825,-32.678146
256.043838,-32.680227
256.045108,-32.679186
256.045940,-32.678118
256.051170,-32.673364
256.047296,-32.676594
256.053547,-32.672008
256.047119,-32.675212
256.051365,-32.672100
256.043110,-32.678131
256.042757,-32.678003
256.041139,-32.678747
256.051157,-32.671630
256.047346,-32.673287
256.047751,-32.673583
217.983110,-56.680696
217.977267,-56.678765
217.979000,-56.677729
217.963349,-56.687637
217.967225,-56.679753
217.978964,-56.688645
217.979630,-56.684348
217.942207,-56.693111
217.938097,-56.688542
217.950873,-56.686932
217.935709,-56.686595
217.956937,-56.683434
217.940821,-56.682008
217.949790,-56.681875
259.255999,-43.317851
254.239558,-31.698201
254.241836,-31.696591
254.233018,-31.702509
254.244934,-31.694093
254.243882,-31.694599
254.239151,-31.697741
254.240268,-31.696960
254.242559,-31.695365
254.234425,-31.700823
254.239628,-31.696990
254.233655,-31.701095
254.234397,-31.700301
254.241449,-31.695381
254.231668,-31.702078
254.239658,-31.695921
254.232946,-31.700637
91.838726,50.618442
91.839942,50.621248
91.857079,50.606108
91.842808,50.616060
91.857958,50.605887
91.861638,50.616909
91.861033,50.615062
91.858660,50.621088
91.856734,50.625871
91.850207,50.626940
91.855863,50.624434
91.826542,50.625317
91.827487,50.627286
91.817130,50.630683
91.834608,50.617932
140.791546,-49.751650
140.800521,-49.749035
140.799059,-49.739141
140.802400,-49.756548
140.805692,-49.746618
140.796576,-49.750081
140.816623,-49.747038
140.813218,-49.745845
140.813616,-49.742219
140.814827,-49.740845
140.814864,-49.735699
140.814715,-49.740856
140.815291,-49.734289
140.811497,-49.733065
140.843822,-49.740469
218.476153,-57.084217
218.484427,-57.079756
218.483921,-57.079996
218.477110,-57.079484
218.489791,-57.077613
218.480321,-57.078401
218.488788,-57.075714
218.482093,-57.074834
218.474145,-57.075164
218.483948,-57.071260
218.475533,-57.072134
218.477660,-57.070805
218.477743,-57.070331
218.477698,-57.069361
218.478057,-57.069390
91.481700,53.508850
91.478954,53.514563
91.468771,53.511568
91.487800,53.515269
91.477470,53.517652
91.487842,53.520989
91.474724,53.528048
91.467989,53.525711
91.452458,53.525975
91.452648,53.521120
91.456917,53.534817
91.445193,53.538676
91.460286,53.524933
91.412163,53.519822
91.430277,53.505036
219.460732,-57.226863
219.477163,-57.224349
219.472985,-57.221210
219.474759,-57.215765
219.474459,-57.214599
219.466143,-57.227513
219.462005,-57.220874
219.468168,-57.227142
219.471118,-57.221865
219.477639,-57.220096
219.465839,-57.212841
219.505027,-57.228165
219.496698,-57.229488
219.497082,-57.223725
219.488867,-57.222583
251.576391,-33.374369
251.577061,-33.373979
251.579129,-33.372049
251.565396,-33.375709
251.577531,-33.371978
251.568547,-33.373490
251.568616,-33.373737
251.578452,-33.370568
251.574206,-33.369810
251.576419,-33.368313
251.573741,-33.368715
251.574337,-33.367176
251.572754,-33.374759
251.571946,-33.371714
251.570606,-33.380272
251.578804,-33.378138
251.576697,-33.379380
316.136880,42.173869
316.130898,42.181311
316.120943,42.169957
316.132086,42.177932
316.126509,42.175292
316.129794,42.165149
316.133216,42.172748
316.129113,42.171206
316.125330,42.179283
316.125451,42.171225
316.118617,42.172357
316.150850,42.165940
316.151634,42.173008
316.146114,42.175385
316.147242,42.179591
259.276878,-43.293574
259.282154,-43.288780
259.277373,-43.289167
259.276754,-43.289499
259.292935,-43.299658
259.286786,-43.292820
259.276206,-43.283047
259.278448,-43.286590
259.284923,-43.289717
259.291664,-43.297184
259.292170,-43.303281
259.285405,-43.289207
259.282441,-43.291898
259.288944,-43.296995
259.291592,-43.298263
259.290915,-43.302705
259.290732,-43.305220
259.287024,-43.302403
251.730672,-33.771812
251.723405,-33.780506
251.739351,-33.778836
251.731127,-33.788213
251.730027,-33.789181
251.730033,-33.788864
251.736712,-33.782365
251.732529,-33.784604
251.738644,-33.780128
251.736422,-33.780245
251.736497,-33.780628
251.725792,-33.783490
251.734096,-33.777996
251.722702,-33.781585
251.728669,-33.777536
128.107477,-58.092535
128.062536,-58.092323
128.055479,-58.092291
128.052273,-58.090067
128.063557,-58.089914
128.056158,-58.089501
128.074755,-58.087406
128.075230,-58.093022
128.074935,-58.087609
128.056724,-58.086319
128.068653,-58.096003
128.065204,-58.086304
128.066419,-58.085991
128.058866,-58.091255
128.076047,-58.091037
125.529391,-58.609226
125.535394,-58.605200
125.529012,-58.615099
125.534453,-58.613965
125.530286,-58.613768
125.533304,-58.608202
125.538072,-58.604813
125.533435,-58.602857
125.533019,-58.603935
125.533862,-58.616072
125.537518,-58.617784
125.540024,-58.609084
125.497541,-58.612385
125.495368,-58.605936
125.489243,-58.615320
126.744765,-59.799555
126.756611,-59.795650
126.759492,-59.792777
126.739596,-59.795168
126.742925,-59.793993
126.722217,-59.788706
126.723778,-59.791528
126.717227,-59.806428
126.726559,-59.800436
126.724502,-59.799132
126.727828,-59.796864
126.729151,-59.792809
126.715122,-59.791557
126.707546,-59.799766
256.051235,-32.674492
258.794956,-42.921477
258.805574,-42.927209
258.806794,-42.920134
258.797919,-42.922747
258.795023,-42.918747
258.803367,-42.916420
258.799877,-42.918448
258.797900,-42.910879
258.808233,-42.917890
258.807434,-42.916677
258.798284,-42.909719
258.809828,-42.907965
258.810179,-42.912638
258.812983,-42.910417
258.812408,-42.919299
251.554734,-33.365995
220.051178,-57.468105
220.049347,-57.468320
220.054247,-57.478274
220.066319,-57.468907
220.062990,-57.464089
220.067515,-57.460496
220.075000,-57.458941
220.071961,-57.457226
220.065940,-57.469413
220.071311,-57.466724
220.070484,-57.466886
220.067190,-57.465736
220.075286,-57.464091
220.065194,-57.465279
220.065646,-57.465124
220.081609,-57.460329
142.591487,-50.209606
142.584465,-50.206064
142.583574,-50.205162
142.587391,-50.202119
142.590994,-50.201820
142.600228,-50.203794
142.589557,-50.198274
142.588696,-50.197609
142.587158,-50.196643
142.591529,-50.204396
142.586922,-50.191992
142.581233,-50.200444
142.582517,-50.198037
142.588624,-50.189413
142.583800,-50.203872
142.584462,-50.202188
108.184294,49.168831
108.199978,49.159094
108.158933,49.167745
108.182455,49.177682
108.143748,49.153235
108.130161,49.161789
108.127183,49.160504
108.129965,49.165149
108.140876,49.161575
108.137251,49.162598
108.120475,49.157035
108.122808,49.158094
108.125378,49.180581
108.150877,49.171408
105.567438,46.969472
105.577065,46.965717
105.595898,46.979500
105.596092,46.980233
105.594022,46.970882
105.607164,46.983790
105.610895,46.987812
105.599364,46.992255
105.590302,46.989603
105.578540,46.992156
105.573997,46.998169
105.575972,47.008179
105.573522,47.011041
105.519634,46.934533
218.337541,-57.151415
253.408121,-30.611443
253.409349,-30.618790
253.403759,-30.613750
253.406595,-30.613286
253.412486,-30.612048
253.412105,-30.607549
253.413696,-30.613893
253.403455,-30.616949
253.414171,-30.623088
253.411272,-30.623239
253.416367,-30.619742
253.419614,-30.617473
253.409871,-30.624249
253.416350,-30.619194
253.419503,-30.616946
253.416744,-30.617862
108.941438,46.158908
108.948217,46.153436
108.950163,46.160756
108.945334,46.172190
109.018751,46.140210
109.014154,46.156617
109.021081,46.149882
108.999745,46.146926
109.004493,46.161662
109.013863,46.165490
109.025885,46.166314
109.023613,46.175117
109.011135,46.174658
109.005245,46.180441
110.779742,48.713572
110.564803,48.351598
110.584229,48.341216
110.556226,48.360780
110.563117,48.366541
110.571409,48.367128
110.554266,48.376542
110.555893,48.379420
110.586286,48.371611
110.578062,48.372960
110.584760,48.376589
110.590729,48.377509
110.580847,48.382419
110.575287,48.373581
110.592143,48.390209
254.034595,-32.199884
254.046146,-32.199635
254.038271,-32.209506
254.039202,-32.208161
254.043666,-32.204251
254.036804,-32.207629
254.037142,-32.207683
254.041082,-32.204463
254.034814,-32.207710
254.038347,-32.204260
254.042022,-32.200908
254.041065,-32.201550
254.044904,-32.197842
254.039930,-32.200560
254.039610,-32.200913
315.622806,41.285621
315.619582,41.283187
315.625661,41.286292
315.631132,41.290208
315.623109,41.287148
315.626951,41.283168
315.632551,41.284515
315.619867,41.291620
315.625146,41.294451
315.625896,41.295799
315.633417,41.285402
315.627107,41.288323
315.631187,41.291251
315.625128,41.280892
315.620799,41.283833
318.837618,42.522142
318.832825,42.523101
318.827372,42.525009
318.834984,42.525487
318.828950,42.529680
318.828973,42.515097
318.837959,42.524989
318.824418,42.522828
318.826754,42.527521
318.832961,42.533301
318.822977,42.521055
318.838975,42.519629
318.838456,42.527976
318.839793,42.524841
318.834312,42.521138
217.951192,-56.678475
217.938584,-56.678520
217.941663,-56.675861
217.947332,-56.690356
217.942642,-56.683664
217.938578,-56.693618
217.934292,-56.688860
217.935672,-56.688855
217.938372,-56.688835
217.929985,-56.686570
217.943172,-56.689238
217.943946,-56.688463
217.933722,-56.685580
217.931355,-56.683972
217.936978,-56.684441
254.544921,-31.909375
254.541734,-31.911528
254.541326,-31.911450
254.543140,-31.909934
254.545851,-31.908002
254.542679,-31.908584
254.532865,-31.914704
254.537772,-31.911343
254.544808,-31.905835
254.542907,-31.906613
254.542143,-31.906924
254.537693,-31.910457
254.538420,-31.909360
254.539301,-31.907992
254.540353,-31.906749
254.538871,-31.907099
219.492252,-57.221562
219.513026,-57.220241
219.498703,-57.221490
219.508888,-57.218677
219.510595,-57.216559
219.489876,-57.217838
219.502056,-57.212740
219.499536,-57.211308
219.490899,-57.218373
219.500370,-57.210873
219.502192,-57.224084
219.508557,-57.220913
219.499619,-57.221597
219.502081,-57.229223
253.218093,-30.922117
253.212869,-30.928473
253.207591,-30.922467
253.211433,-30.915943
253.213075,-30.920276
253.210107,-30.921296
253.210174,-30.917300
253.210780,-30.914042
253.210616,-30.914346
253.215587,-30.922546
253.218099,-30.917593
253.218771,-30.916267
253.211387,-30.918110
253.203974,-30.920315
253.212081,-30.924078
253.219130,-30.922010
